attack_nn	0.2318237181883529
bag_nn	0.24300190355808815
ball_nn	0.3895560787611362
bit_nn	0.32543705996022176
chairman_nn	0.3496577371479861
circle_vb	0.3345533188588605
contemplation_nn	0.27597467316824564
donkey_nn	0.2906194620131122
edge_nn	0.2979362122129282
face_nn	0.2101986059718457
fiction_nn	0.26391469772241616
gas_nn	0.3390010394008668
graft_nn	0.4299459768964907
head_nn	0.21036116178840447
land_nn	0.2534540356750371
lane_nn	0.34465598439350464
lass_nn	0.3047067899191005
multitude_nn	0.30343766661375626
ounce_nn	0.1753467428258081
part_nn	0.27293410396571194
pin_vb	0.27801594766080484
plane_nn	0.637123801485544
player_nn	0.3609060203043727
prop_nn	0.49123643129051286
quilt_nn	0.29726995099400355
rag_nn	0.2725444034125385
record_nn	0.4607315342497522
relationship_nn	0.31660689709612244
risk_nn	0.33278930068337875
savage_nn	0.36780288719376264
stab_nn	0.3150408955930024
stroke_vb	0.21875891626959076
thump_nn	0.2971422141120873
tip_vb	0.3971790327039303
tree_nn	0.1969763494714235
twist_nn	0.37458749174322026
word_nn	0.2073211375912366
